match_id,year,stage,group,home_team,away_team,home_goals,away_goals,neutral
966,2018,Round of 16,,Ghana,Ukraine,2,3,True
967,2018,Round of 16,,Colombia,Brazil,1,0,True
968,2018,Round of 16,,Indonesia,Iran,2,1,True
969,2018,Round of 16,,Portugal,Venezuela,1,0,True
970,2018,Round of 16,,Tunisia,Netherlands,1,1,True
971,2018,Round of 16,,Canada,Belgium,0,1,True
972,2018,Quarter-finals,,Poland,Tunisia,3,0,True
973,2018,Quarter-finals,,Ukraine,Indonesia,3,1,True
974,2018,Quarter-finals,,Colombia,Ecuador,1,1,True
975,2018,Quarter-finals,,Belgium,Portugal,2,1,True
976,2018,Semi-finals,,Belgium,Poland,0,1,True
977,2018,Semi-finals,,Colombia,Ukraine,2,1,True
978,2018,Final,,Poland,Colombia,0,0,True
979,2022,Group Stage,A,Cameroon,Indonesia,6,1,True
980,2022,Group Stage,A,Cameroon,Poland,2,2,True
981,2022,Group Stage,A,Cameroon,Japan,0,1,True
982,2022,Group Stage,A,Indonesia,Poland,1,2,True
983,2022,Group Stage,A,Indonesia,Japan,2,1,True
984,2022,Group Stage,A,Poland,Japan,1,0,True
985,2022,Group Stage,B,England,Ukraine,4,1,True
986,2022,Group Stage,B,England,Wales,3,0,True
987,2022,Group Stage,B,England,Algeria,3,0,True
988,2022,Group Stage,B,Ukraine,Wales,1,1,True
989,2022,Group Stage,B,Ukraine,Algeria,0,3,True
990,2022,Group Stage,B,Wales,Algeria,2,0,True
991,2022,Group Stage,C,Bolivia,Hungary,2,2,True
992,2022,Group Stage,C,Bolivia,Sweden,3,0,True
993,2022,Group Stage,C,Bolivia,Jamaica,3,1,True
994,2022,Group Stage,C,Hungary,Sweden,1,4,True
995,2022,Group Stage,C,Hungary,Jamaica,3,1,True
996,2022,Group Stage,C,Sweden,Jamaica,1,0,True
997,2022,Group Stage,D,Switzerland,Finland,3,3,True
998,2022,Group Stage,D,Switzerland,South Korea,5,2,True
999,2022,Group Stage,D,Switzerland,Colombia,2,2,True
1000,2022,Group Stage,D,Finland,South Korea,0,2,True
1001,2022,Group Stage,D,Finland,Colombia,3,2,True
1002,2022,Group Stage,D,South Korea,Colombia,5,0,True
1003,2022,Group Stage,E,Chile,Argentina,0,2,True
1004,2022,Group Stage,E,Chile,Serbia,4,0,True
1005,2022,Group Stage,E,Chile,Romania,3,0,True
1006,2022,Group Stage,E,Argentina,Serbia,5,1,True
1007,2022,Group Stage,E,Argentina,Romania,1,1,True
1008,2022,Group Stage,E,Serbia,Romania,2,0,True
1009,2022,Group Stage,F,USA,Uruguay,1,0,True
1010,2022,Group Stage,F,USA,Honduras,6,0,True
1011,2022,Group Stage,F,USA,Denmark,2,1,True
1012,2022,Group Stage,F,Uruguay,Honduras,1,0,True
1013,2022,Group Stage,F,Uruguay,Denmark,1,5,True
1014,2022,Group Stage,F,Honduras,Denmark,1,1,True
1015,2022,Group Stage,G,Ireland,Turkey,0,0,True
1016,2022,Group Stage,G,Ireland,Nigeria,2,0,True
1017,2022,Group Stage,G,Ireland,Australia,0,1,True
1018,2022,Group Stage,G,Turkey,Nigeria,1,1,True
1019,2022,Group Stage,G,Turkey,Australia,2,2,True
1020,2022,Group Stage,G,Nigeria,Australia,1,0,True
1021,2022,Group Stage,H,Egypt,Venezuela,2,0,True
1022,2022,Group Stage,H,Egypt,Peru,0,3,True
1023,2022,Group Stage,H,Egypt,Czech Republic,2,0,True
1024,2022,Group Stage,H,Venezuela,Peru,0,1,True
1025,2022,Group Stage,H,Venezuela,Czech Republic,0,4,True
1026,2022,Group Stage,H,Peru,Czech Republic,1,1,True
1027,2022,Round of 16,,Japan,England,1,2,True
1028,2022,Round of 16,,Finland,Colombia,2,0,True
1029,2022,Round of 16,,Hungary,Jamaica,1,4,True
1030,2022,Round of 16,,Algeria,Ukraine,2,2,True
1031,2022,Round of 16,,Cameroon,Switzerland,1,1,True
1032,2022,Round of 16,,Sweden,Wales,2,2,True
1033,2022,Round of 16,,Poland,South Korea,2,1,True
1034,2022,Round of 16,,Indonesia,Bolivia,1,1,True
1035,2022,Quarter-finals,,England,Jamaica,2,0,True
1036,2022,Quarter-finals,,Cameroon,Indonesia,0,1,True
1037,2022,Quarter-finals,,Poland,Sweden,1,3,True
1038,2022,Quarter-finals,,Finland,Algeria,3,2,True
1039,2022,Semi-finals,,Sweden,Indonesia,2,0,True
1040,2022,Semi-finals,,Finland,England,0,0,True
1041,2022,Final,,Finland,Sweden,3,1,True
1042,2004,Qualifier,,Bolivia,Russia,1,1,False
1043,2018,Friendly,,Turkey,Greece,2,1,False
1044,1999,Friendly,,Norway,USA,1,0,False
1045,1996,Qualifier,,Qatar,Romania,5,1,False
1046,1995,Qualifier,,Russia,Trinidad and Tobago,5,2,False
1047,2012,Friendly,,Morocco,Tunisia,2,1,False
1048,1993,Qualifier,,Serbia,Poland,1,1,False
1049,2015,Friendly,,Jamaica,Tunisia,0,0,False
1050,2017,Qualifier,,Ireland,Ivory Coast,1,2,False
1051,2016,Friendly,,Ukraine,Costa Rica,1,1,False
1052,2013,Friendly,,USA,Japan,2,1,False
1053,2017,Qualifier,,Netherlands,Iran,2,2,False
1054,2001,Friendly,,Australia,Paraguay,6,1,False
1055,2010,Friendly,,South Korea,France,1,4,False
1056,1996,Friendly,,Honduras,Qatar,1,0,False
1057,1997,Friendly,,Mexico,Sweden,5,5,False
1058,2022,Qualifier,,Honduras,China,0,1,False
1059,1997,Qualifier,,China,Uruguay,0,1,False
1060,1994,Qualifier,,Slovenia,Serbia,1,0,False
1061,1996,Friendly,,Peru,Senegal,1,3,False
1062,2022,Friendly,,Saudi Arabia,Norway,2,1,False
1063,2003,Qualifier,,Wales,Sweden,1,0,False
1064,2021,Qualifier,,Indonesia,Japan,0,2,False
1065,1999,Qualifier,,Ecuador,Senegal,2,0,False
1066,1990,Qualifier,,Jamaica,Senegal,1,2,False
1067,2020,Friendly,,Iran,Finland,1,2,False
1068,2004,Friendly,,France,Indonesia,3,0,False
1069,1998,Friendly,,Russia,Wales,5,0,False
1070,2009,Friendly,,Ghana,South Korea,3,0,False
1071,2020,Friendly,,Ecuador,Iran,3,0,False
1072,2003,Qualifier,,Portugal,Tunisia,1,0,False
1073,2020,Qualifier,,Romania,Canada,3,3,False
1074,2007,Qualifier,,Netherlands,Australia,2,0,False
1075,2018,Friendly,,Paraguay,Czech Republic,2,2,False
1076,2002,Friendly,,Senegal,Mexico,3,1,False
1077,2014,Friendly,,Saudi Arabia,Colombia,2,1,False
1078,2002,Qualifier,,Brazil,Serbia,2,0,False
1079,2023,Friendly,,Greece,Netherlands,1,0,False
1080,2003,Qualifier,,Trinidad and Tobago,Ukraine,2,2,False
1081,1991,Qualifier,,New Zealand,Ghana,1,0,False
1082,2004,Friendly,,Jamaica,Trinidad and Tobago,0,2,False
1083,2005,Qualifier,,Serbia,Belgium,3,1,False
1084,2001,Qualifier,,Denmark,Romania,2,1,False
1085,2010,Friendly,,Turkey,Australia,3,1,False
1086,1993,Qualifier,,Nigeria,Switzerland,0,1,False
1087,2017,Qualifier,,Mexico,Ecuador,3,0,False
1088,2008,Qualifier,,Portugal,Qatar,2,2,False
1089,1993,Qualifier,,Ghana,Costa Rica,1,1,False
1090,2019,Qualifier,,Paraguay,Japan,2,0,False
1091,1996,Qualifier,,Portugal,Ukraine,1,0,False
1092,1999,Friendly,,Australia,Ukraine,1,2,False
1093,1994,Friendly,,Wales,Ecuador,2,3,False
1094,2010,Qualifier,,Finland,South Korea,3,1,False
1095,2008,Friendly,,Iran,Canada,2,0,False
1096,2010,Friendly,,Greece,Sweden,0,2,False
1097,2007,Friendly,,USA,Japan,1,1,False
1098,2002,Qualifier,,Tunisia,Austria,1,1,False
1099,2013,Friendly,,Belgium,Ghana,3,0,False
1100,2007,Qualifier,,Morocco,Chile,7,0,False
1101,1993,Friendly,,Turkey,Honduras,3,0,False
1102,1994,Friendly,,Portugal,Trinidad and Tobago,2,0,False
1103,2019,Qualifier,,Serbia,France,1,2,False
1104,2001,Friendly,,Tunisia,Austria,0,0,False
1105,1990,Friendly,,Honduras,Costa Rica,1,1,False
1106,1996,Friendly,,China,Croatia,0,1,False
1107,2023,Friendly,,Panama,South Korea,0,2,False
1108,1993,Friendly,,Australia,Argentina,2,2,False
1109,2021,Friendly,,Slovakia,Jamaica,3,0,False
1110,2011,Friendly,,Ukraine,Slovakia,1,1,False
1111,2015,Qualifier,,Peru,Czech Republic,1,1,False
1112,2002,Qualifier,,Russia,Ivory Coast,1,3,False
1113,2021,Qualifier,,Japan,Slovenia,1,0,False
1114,1998,Friendly,,Senegal,Slovenia,4,0,False
1115,1993,Qualifier,,Tunisia,Italy,1,1,False
1116,2009,Qualifier,,Iran,Switzerland,0,2,False
1117,1997,Friendly,,Paraguay,Peru,0,0,False
1118,2006,Friendly,,Ivory Coast,Saudi Arabia,1,1,False
1119,2003,Qualifier,,Austria,Ecuador,1,0,False
1120,1993,Qualifier,,Japan,Algeria,5,1,False
1121,2018,Qualifier,,Nigeria,Greece,3,1,False
1122,2002,Friendly,,Poland,Scotland,3,0,False
1123,1992,Qualifier,,Cameroon,Japan,1,0,False
1124,1999,Qualifier,,Australia,Ukraine,5,1,False
1125,2006,Friendly,,Senegal,Honduras,1,1,False
1126,2000,Friendly,,Ecuador,Japan,1,4,False
1127,2012,Qualifier,,Chile,Austria,1,1,False
1128,2002,Friendly,,Tunisia,Sweden,5,1,False
1129,2011,Friendly,,South Korea,Italy,0,0,False
1130,1998,Qualifier,,Finland,Spain,0,3,False
1131,1999,Friendly,,Poland,Nigeria,3,0,False
1132,2006,Qualifier,,USA,Netherlands,1,2,False
1133,2014,Qualifier,,Tunisia,Ghana,0,3,False
1134,2014,Qualifier,,Ukraine,USA,1,0,False
1135,1992,Friendly,,Spain,Wales,3,0,False
1136,2021,Friendly,,Canada,Ecuador,3,0,False
1137,1999,Qualifier,,Russia,Cameroon,1,0,False
1138,1993,Qualifier,,Morocco,Romania,0,1,False
1139,1992,Friendly,,Qatar,France,1,3,False
1140,2023,Friendly,,Paraguay,Poland,1,3,False
1141,2010,Qualifier,,Greece,Chile,1,1,False
1142,1993,Friendly,,Japan,Australia,1,0,False
1143,1991,Qualifier,,Cameroon,Spain,1,0,False
1144,2001,Qualifier,,Portugal,Wales,7,1,False
1145,1992,Qualifier,,Greece,New Zealand,2,2,False
1146,2022,Qualifier,,China,Paraguay,1,0,False
1147,1994,Friendly,,Argentina,Cameroon,2,2,False
1148,2017,Friendly,,Mexico,Cameroon,3,1,False
1149,2016,Qualifier,,Wales,Ireland,5,0,False
1150,1992,Qualifier,,Turkey,France,5,2,False
1151,1996,Friendly,,Germany,Russia,0,1,False
1152,2005,Friendly,,Peru,South Korea,1,1,False
1153,2019,Friendly,,Panama,Uruguay,1,1,False
1154,1999,Qualifier,,Wales,Netherlands,1,0,False
1155,2003,Friendly,,Bolivia,Tunisia,1,0,False
1156,2000,Qualifier,,Wales,Germany,0,2,False
1157,2003,Qualifier,,Portugal,Poland,2,3,False
1158,2012,Qualifier,,Argentina,Venezuela,1,2,False
1159,2010,Qualifier,,Scotland,New Zealand,1,1,False
1160,2013,Friendly,,Germany,USA,6,1,False
1161,2006,Friendly,,Algeria,England,0,2,False
1162,2010,Qualifier,,Portugal,Colombia,3,0,False
1163,2000,Friendly,,Tunisia,Bolivia,5,1,False
1164,2011,Friendly,,Canada,Sweden,1,0,False
1165,1991,Friendly,,Nigeria,Japan,2,0,False
1166,2002,Friendly,,Poland,Algeria,1,0,False
1167,1991,Qualifier,,Scotland,Tunisia,2,2,False
1168,2023,Friendly,,Cameroon,Romania,3,0,False
1169,2022,Qualifier,,Costa Rica,China,2,1,False
1170,2011,Qualifier,,Serbia,Norway,4,0,False
1171,2004,Qualifier,,Qatar,Iran,3,0,False
1172,2009,Friendly,,Senegal,Netherlands,2,1,False
1173,2013,Qualifier,,Costa Rica,Hungary,1,3,False
1174,1992,Qualifier,,Brazil,Canada,0,0,False
1175,2021,Qualifier,,Romania,Cameroon,1,0,False
1176,2016,Friendly,,Colombia,Trinidad and Tobago,4,0,False
1177,2012,Friendly,,Croatia,Ivory Coast,1,0,False
1178,2000,Qualifier,,Spain,Switzerland,0,1,False
1179,2003,Qualifier,,Netherlands,Cameroon,1,1,False
1180,2008,Friendly,,Australia,Slovenia,3,0,False
1181,2006,Qualifier,,Ecuador,South Korea,1,1,False
1182,2005,Qualifier,,Italy,Turkey,4,2,False
1183,1996,Friendly,,Honduras,Jamaica,2,1,False
1184,1999,Friendly,,Croatia,Russia,2,0,False
1185,2000,Qualifier,,Spain,Jamaica,1,2,False
1186,2014,Friendly,,Sweden,Croatia,2,0,False
1187,2005,Qualifier,,Costa Rica,Portugal,0,2,False
1188,2004,Qualifier,,Romania,Greece,0,0,False
1189,2020,Friendly,,Tunisia,Sweden,1,2,False
1190,1993,Friendly,,Honduras,Japan,0,1,False
1191,2022,Qualifier,,Czech Republic,Scotland,2,1,False
1192,2006,Friendly,,Tunisia,Denmark,0,2,False
1193,2016,Friendly,,Serbia,Bolivia,4,1,False
1194,2016,Qualifier,,Honduras,New Zealand,0,1,False
1195,2015,Qualifier,,Greece,Senegal,1,0,False
1196,1990,Qualifier,,Chile,Romania,2,0,False
1197,2008,Qualifier,,Canada,Tunisia,4,0,False
1198,2018,Qualifier,,Senegal,Serbia,5,3,False
1199,2012,Friendly,,Austria,Netherlands,0,2,False
1200,2010,Friendly,,Sweden,Mexico,2,0,False
1201,2017,Qualifier,,Jamaica,Australia,0,1,False
1202,1993,Qualifier,,Colombia,Croatia,0,1,False
1203,1993,Friendly,,Turkey,Morocco,2,0,False
1204,2009,Friendly,,Japan,China,1,2,False
1205,1996,Qualifier,,Indonesia,Ivory Coast,0,2,False
1206,2018,Qualifier,,Tunisia,Peru,0,1,False
1207,2001,Qualifier,,Scotland,Serbia,1,0,False
1208,2011,Friendly,,China,Denmark,3,1,False
1209,2020,Qualifier,,Colombia,Morocco,1,0,False
1210,2005,Qualifier,,Cameroon,Ghana,2,1,False
1211,2020,Qualifier,,New Zealand,England,1,3,False
1212,2005,Qualifier,,Serbia,Wales,1,2,False
1213,1993,Qualifier,,Wales,Trinidad and Tobago,2,1,False
1214,1995,Qualifier,,Senegal,Ecuador,1,0,False
1215,2002,Friendly,,Venezuela,Italy,1,0,False
1216,1990,Qualifier,,Ghana,Indonesia,2,1,False
1217,2002,Friendly,,Greece,Jamaica,2,1,False
1218,2012,Qualifier,,Senegal,Venezuela,2,1,False
1219,2003,Friendly,,Ireland,Czech Republic,0,2,False
1220,1994,Qualifier,,Honduras,Germany,0,1,False
1221,2010,Qualifier,,Croatia,Scotland,4,0,False
1222,1993,Friendly,,Scotland,Panama,4,0,False
1223,2006,Friendly,,Ecuador,Iran,1,1,False
1224,2007,Friendly,,Belgium,Chile,0,1,False
1225,1998,Friendly,,Iran,Ecuador,1,0,False
1226,1995,Qualifier,,Romania,France,1,1,False
1227,2004,Qualifier,,Venezuela,Ukraine,0,2,False
1228,1990,Friendly,,Uruguay,Germany,1,3,False
1229,2013,Friendly,,Trinidad and Tobago,Panama,2,0,False
1230,2014,Qualifier,,Senegal,Scotland,1,2,False
1231,2019,Friendly,,Indonesia,Uruguay,2,1,False
1232,1992,Qualifier,,Norway,Tunisia,3,1,False
1233,1998,Qualifier,,Chile,Morocco,0,0,False
1234,1997,Qualifier,,Sweden,England,2,1,False
1235,2002,Friendly,,Indonesia,Czech Republic,1,2,False
1236,2013,Friendly,,Saudi Arabia,Uruguay,0,0,False
1237,2022,Qualifier,,Iran,Canada,3,2,False
1238,2021,Qualifier,,England,Indonesia,1,1,False
1239,1999,Friendly,,Uruguay,Germany,0,1,False
1240,2012,Friendly,,Czech Republic,Turkey,4,1,False
1241,2015,Qualifier,,Qatar,Mexico,1,1,False
1242,2000,Friendly,,Czech Republic,Belgium,0,2,False
1243,2001,Qualifier,,Senegal,England,3,1,False
1244,2013,Qualifier,,Paraguay,Netherlands,2,3,False
1245,1994,Friendly,,USA,Bolivia,4,1,False
1246,1992,Friendly,,Scotland,Finland,0,1,False
1247,2002,Qualifier,,Croatia,England,0,0,False
1248,2022,Friendly,,Argentina,Switzerland,4,0,False
1249,2005,Friendly,,Ukraine,Jamaica,2,0,False
1250,2002,Qualifier,,Serbia,Honduras,3,1,False
1251,2019,Friendly,,Australia,Colombia,2,0,False
1252,2004,Friendly,,Egypt,Iran,0,1,False
1253,1996,Qualifier,,Ecuador,Argentina,1,3,False
1254,2002,Friendly,,Bolivia,Finland,0,2,False
1255,2008,Qualifier,,Saudi Arabia,Ivory Coast,0,0,False
1256,2016,Qualifier,,Paraguay,Ivory Coast,1,1,False
1257,1990,Friendly,,Paraguay,Argentina,2,3,False
1258,2017,Qualifier,,Spain,Senegal,2,2,False
1259,2005,Friendly,,Ivory Coast,Norway,5,0,False
1260,1991,Qualifier,,Indonesia,Denmark,2,2,False
1261,2001,Friendly,,Chile,Portugal,4,0,False
1262,2009,Friendly,,Australia,Finland,3,0,False
1263,1998,Qualifier,,Ireland,Iran,0,1,False
1264,1992,Qualifier,,Paraguay,Peru,5,1,False
1265,2023,Qualifier,,Ecuador,Bolivia,0,3,False
1266,2020,Qualifier,,Ireland,Paraguay,1,0,False
1267,2007,Friendly,,Portugal,Ghana,6,0,False
1268,2000,Qualifier,,Finland,Greece,1,0,False
1269,2008,Qualifier,,England,Egypt,2,1,False
1270,1999,Friendly,,Poland,Wales,3,1,False
1271,2021,Friendly,,USA,Australia,5,0,False
1272,2004,Qualifier,,Brazil,Ecuador,3,0,False
1273,2013,Qualifier,,Nigeria,China,0,1,False
1274,2015,Friendly,,Uruguay,Trinidad and Tobago,2,1,False
1275,2007,Friendly,,Turkey,Indonesia,0,0,False
1276,2006,Friendly,,Japan,Bolivia,2,0,False
1277,2004,Qualifier,,Peru,Nigeria,2,0,False
1278,2010,Friendly,,Cameroon,France,3,2,False
1279,2005,Qualifier,,Wales,Germany,4,2,False
1280,2015,Friendly,,Austria,Argentina,3,2,False
1281,1995,Friendly,,Belgium,USA,0,2,False
1282,2008,Qualifier,,Belgium,Netherlands,3,1,False
1283,2021,Qualifier,,Ghana,Argentina,0,2,False
1284,2013,Friendly,,Slovenia,Costa Rica,0,0,False
1285,2004,Friendly,,Greece,Russia,1,0,False
1286,2017,Friendly,,Ukraine,Poland,1,5,False
1287,2017,Friendly,,Mexico,Wales,2,0,False
1288,2016,Friendly,,Belgium,Czech Republic,5,1,False
1289,1991,Qualifier,,Bolivia,Turkey,1,0,False
1290,1998,Qualifier,,Austria,Ecuador,1,1,False
1291,2001,Friendly,,Venezuela,Poland,1,0,False
1292,2018,Friendly,,Greece,Ukraine,2,0,False
1293,1996,Friendly,,Germany,Portugal,4,0,False
1294,2017,Qualifier,,Morocco,Ivory Coast,5,4,False
1295,2019,Qualifier,,Tunisia,Cameroon,1,2,False
1296,1993,Friendly,,Austria,Switzerland,0,1,False
1297,1996,Qualifier,,Slovenia,Denmark,1,0,False
1298,1994,Qualifier,,Colombia,Czech Republic,3,1,False
1299,2016,Friendly,,Russia,Costa Rica,0,2,False
1300,2010,Qualifier,,Egypt,Bolivia,0,2,False
1301,2015,Friendly,,New Zealand,Poland,1,3,False
1302,2017,Qualifier,,Slovenia,Turkey,1,2,False
1303,1994,Friendly,,Algeria,Wales,1,2,False
1304,2002,Qualifier,,Netherlands,Ireland,1,3,False
1305,1992,Qualifier,,Netherlands,Spain,1,1,False
1306,2011,Friendly,,Croatia,Egypt,1,0,False
1307,2019,Friendly,,Germany,Jamaica,6,0,False
1308,2003,Friendly,,Ghana,Paraguay,4,0,False
1309,2002,Qualifier,,Iran,Argentina,1,2,False
1310,1999,Qualifier,,Denmark,Egypt,1,1,False
1311,2010,Friendly,,Paraguay,Tunisia,1,0,False
1312,2019,Qualifier,,Algeria,Serbia,1,1,False
1313,1991,Friendly,,Australia,Costa Rica,3,0,False
1314,2012,Qualifier,,Morocco,Norway,1,2,False
1315,1994,Qualifier,,Nigeria,Italy,2,1,False
1316,1999,Friendly,,Costa Rica,Chile,3,3,False
1317,2006,Qualifier,,Greece,Nigeria,0,1,False
1318,1999,Friendly,,Morocco,Trinidad and Tobago,1,0,False
1319,2013,Friendly,,Ireland,Venezuela,0,0,False
1320,2008,Friendly,,Egypt,Chile,2,0,False
1321,2017,Friendly,,Portugal,Turkey,4,0,False
1322,2006,Qualifier,,Qatar,Norway,1,2,False
1323,2014,Qualifier,,Bolivia,Senegal,3,3,False
1324,2013,Qualifier,,Mexico,Ukraine,3,0,False
1325,2003,Friendly,,Wales,Germany,2,0,False
1326,2016,Friendly,,Iran,Chile,0,2,False
1327,2022,Qualifier,,Tunisia,Greece,1,0,False
1328,1990,Friendly,,Indonesia,Slovakia,2,0,False
1329,2004,Qualifier,,Cameroon,Trinidad and Tobago,4,2,False
1330,2001,Friendly,,Bolivia,Egypt,3,3,False
1331,2022,Friendly,,Italy,Turkey,1,0,False
1332,2005,Qualifier,,Serbia,Ecuador,1,1,False
1333,1996,Friendly,,Italy,Croatia,2,1,False
1334,2014,Qualifier,,Senegal,South Korea,2,1,False
1335,2023,Qualifier,,Turkey,Ireland,0,2,False
1336,2023,Friendly,,Venezuela,Hungary,2,2,False
1337,2018,Friendly,,Greece,Argentina,2,1,False
1338,1992,Qualifier,,China,Ireland,2,1,False
1339,2013,Qualifier,,Algeria,Honduras,1,0,False
1340,2003,Friendly,,Brazil,Panama,1,0,False
1341,1999,Friendly,,France,Trinidad and Tobago,6,1,False
1342,2007,Friendly,,Egypt,Turkey,0,2,False
1343,2016,Friendly,,Ghana,Paraguay,1,2,False
1344,1999,Friendly,,Argentina,Wales,1,0,False
1345,2004,Friendly,,Qatar,Venezuela,0,0,False
1346,2004,Friendly,,Nigeria,Mexico,0,1,False
1347,2017,Qualifier,,Canada,Poland,0,2,False
1348,2023,Friendly,,Belgium,Ireland,5,0,False
1349,2000,Qualifier,,Brazil,Turkey,3,1,False
1350,2019,Qualifier,,Russia,Morocco,6,0,False
1351,1994,Friendly,,Greece,Netherlands,0,1,False
1352,2020,Friendly,,Portugal,Hungary,0,0,False
1353,1991,Friendly,,Senegal,Nigeria,1,1,False
1354,1998,Qualifier,,China,France,0,3,False
1355,2006,Qualifier,,Brazil,New Zealand,5,1,False
1356,2022,Qualifier,,Romania,Jamaica,0,2,False
1357,1999,Qualifier,,Romania,Norway,0,1,False
1358,1990,Friendly,,Algeria,Poland,0,1,False
1359,2001,Friendly,,China,Norway,1,0,False
1360,1992,Qualifier,,Wales,USA,1,0,False
1361,2005,Qualifier,,Wales,Colombia,1,2,False
1362,2013,Qualifier,,Hungary,Norway,2,4,False
1363,2002,Friendly,,Czech Republic,Netherlands,1,1,False
1364,1991,Qualifier,,Tunisia,Turkey,1,0,False
1365,1995,Qualifier,,Germany,Switzerland,1,0,False
1366,2019,Friendly,,Nigeria,Indonesia,2,0,False
1367,1995,Friendly,,England,France,1,2,False
1368,2023,Qualifier,,Poland,Netherlands,0,1,False
1369,1994,Qualifier,,Honduras,Jamaica,1,4,False
1370,2020,Friendly,,Slovakia,Ghana,1,2,False
1371,2003,Qualifier,,Austria,Mexico,6,0,False
1372,2004,Friendly,,Chile,Argentina,1,4,False
1373,1992,Friendly,,Finland,Nigeria,1,1,False
1374,2015,Qualifier,,Belgium,Costa Rica,1,0,False
1375,2017,Qualifier,,Germany,South Korea,1,0,False
1376,2003,Qualifier,,Portugal,Trinidad and Tobago,2,0,False
1377,2008,Friendly,,Italy,Croatia,2,1,False
1378,2007,Friendly,,Germany,Norway,1,0,False
1379,1996,Qualifier,,Poland,Sweden,1,0,False
1380,2004,Friendly,,Honduras,Trinidad and Tobago,2,1,False
1381,1994,Qualifier,,Uruguay,Honduras,3,0,False
1382,1994,Qualifier,,Senegal,Scotland,1,1,False
1383,2012,Qualifier,,Brazil,Panama,1,0,False
1384,2023,Friendly,,Italy,Poland,4,0,False
1385,2019,Friendly,,Costa Rica,Chile,6,0,False
1386,1992,Friendly,,Slovenia,Spain,0,3,False
1387,2009,Qualifier,,Paraguay,Tunisia,2,1,False
1388,2023,Friendly,,Belgium,Qatar,2,0,False
1389,2022,Qualifier,,Morocco,Scotland,3,0,False
1390,2015,Friendly,,Croatia,Qatar,2,1,False
1391,2008,Qualifier,,Poland,France,1,2,False
1392,2000,Qualifier,,Norway,Spain,2,1,False
1393,2007,Friendly,,Russia,Switzerland,2,2,False
1394,1993,Qualifier,,New Zealand,Poland,0,4,False
1395,1999,Friendly,,Ukraine,Finland,0,1,False
1396,2016,Qualifier,,Cameroon,Egypt,0,2,False
1397,2010,Friendly,,New Zealand,Scotland,0,2,False
1398,2022,Qualifier,,Slovakia,Cameroon,6,2,False
1399,2008,Friendly,,Indonesia,Romania,1,0,False
1400,1990,Qualifier,,Tunisia,Uruguay,0,1,False
1401,1994,Qualifier,,Brazil,South Korea,2,0,False
1402,2001,Qualifier,,Slovenia,Norway,1,2,False
1403,1991,Qualifier,,New Zealand,France,2,6,False
1404,2016,Qualifier,,Saudi Arabia,Portugal,0,3,False
1405,1998,Friendly,,South Korea,Tunisia,1,2,False
1406,2015,Friendly,,South Korea,Italy,2,2,False
1407,1998,Friendly,,Colombia,Finland,0,1,False
1408,2015,Qualifier,,Germany,Paraguay,2,0,False
1409,2017,Qualifier,,Bolivia,Mexico,2,4,False
1410,2017,Qualifier,,Trinidad and Tobago,Paraguay,2,4,False
1411,2002,Friendly,,Egypt,Italy,1,0,False
1412,1998,Friendly,,Finland,Cameroon,2,1,False
1413,2008,Qualifier,,Croatia,Honduras,5,2,False
1414,1991,Friendly,,Hungary,Canada,4,2,False
1415,1990,Friendly,,Chile,South Korea,1,0,False
1416,1992,Qualifier,,Brazil,France,0,1,False
1417,1993,Qualifier,,Denmark,Norway,3,0,False
1418,1994,Friendly,,Panama,Germany,0,3,False
1419,1998,Qualifier,,Algeria,Slovakia,2,2,False
1420,2016,Friendly,,Morocco,Cameroon,2,2,False
1421,2006,Qualifier,,Egypt,Czech Republic,0,1,False
1422,2003,Qualifier,,Peru,Russia,0,1,False
1423,2016,Qualifier,,Tunisia,Qatar,0,0,False
1424,1996,Qualifier,,Ivory Coast,Saudi Arabia,1,2,False
1425,2007,Qualifier,,Peru,Brazil,0,2,False
1426,1993,Qualifier,,Hungary,Saudi Arabia,2,0,False
1427,2021,Friendly,,Belgium,Colombia,3,1,False
1428,2005,Qualifier,,Bolivia,Jamaica,1,0,False
1429,1997,Qualifier,,Slovenia,South Korea,2,1,False
1430,1993,Qualifier,,Austria,Sweden,1,1,False
1431,2002,Friendly,,Honduras,Jamaica,0,3,False
1432,2017,Qualifier,,Saudi Arabia,Spain,1,3,False
1433,2005,Friendly,,Portugal,Norway,3,1,False
1434,2000,Friendly,,Chile,Tunisia,3,1,False
1435,2007,Qualifier,,Algeria,Ghana,0,1,False
1436,2008,Qualifier,,Turkey,Scotland,2,1,False
1437,2015,Qualifier,,England,Spain,4,0,False
1438,1995,Qualifier,,Saudi Arabia,Nigeria,3,0,False
1439,2005,Qualifier,,China,Finland,1,0,False
1440,2012,Friendly,,Venezuela,Belgium,2,1,False
1441,1997,Friendly,,Austria,Japan,0,2,False
1442,1998,Qualifier,,Sweden,Ireland,1,3,False
1443,2002,Friendly,,Algeria,Bolivia,4,1,False
1444,1997,Friendly,,Panama,Switzerland,1,0,False
1445,2017,Qualifier,,Japan,Qatar,2,1,False
1446,1993,Qualifier,,Bolivia,Turkey,1,1,False
1447,2023,Qualifier,,Scotland,Argentina,0,0,False
1448,2009,Qualifier,,Brazil,Turkey,3,0,False
1449,2008,Friendly,,Netherlands,Denmark,0,2,False
1450,2014,Friendly,,Egypt,Italy,1,1,False
